Image,Words,has_price,CTA,sentiment,aesthetic_score
Amazon_Product_9.jpeg,"['กก', 'รม', 'ไม', 'เร', '๑๓๑๑๑๑๑๑', 'ต๊ะโฆกรณ์เตล์จว', 'ศร', 'งซ่คจ', 'วณาร', '๑๑', 'ณณณจวณร', 'เถร', 'ขะรพมร', 'พละ', 'วยววว', '๒๕', 'เต๋นข์จ', 'เภ', 'แต']",0,0,neutral,0.9342955350875854
Ebay_Product_1.jpeg,"['ษี', 'ระ', 'ซี', 'พฒาลตรรซ๊ง', 'ลอง', 'กง', 'พจจงห', 'กวน', 'เส', 'ทด', 'สะ', 'บรม', 'งะ', 'รง', 'ภณอ', 'เจ', 'ฮา', 'เธธะฆ', 'เลธาส', 'ซู', 'จา', 'เท', 'กา', 'อร', '๓๐๐๕', 'รพา', 'แอ', 'งะ', 'เต', 'โญดรรรคนทพมร', 'เร', 'งศาน', 'เจ', 'ฒารงใกงนรหหลรทง', 'ไน', 'รง', 'หปจฏิง', 'แร', 'ฉก', 'แลง', 'พือคคร', 'ได', 'ยิอบรนร', 'กจษณะ', 'ลอก', 'เจ', 'พพ', 'โว', 'แพ', 'ปซ่', 'จซ้ซ์', 'เร', 'เธ', 'ปี', 'เส', 'เม', 'วร', 'เนรคมญะอปห', 'ฉะ', 'สม', 'สง', 'ก่อ', 'ซิ', 'ชัก', 'งค', 'เจ', 'แล', 'ฉะ', 'ไฮ', 'มอด', 'นหห']",0,0,neutral,0.49336469173431396
Ebay_Product_10.jpeg,['แเวว'],0,0,neutral,0.2189536690711975
Ebay_Product_11.jpeg,['อา'],0,0,neutral,0.2535065710544586
Ebay_Product_12.jpeg,"['เวดวัม', 'เจ', 'งว']",0,0,neutral,0.1152411624789238
Ebay_Product_13.jpeg,"['จอ', 'ออ']",0,0,positive,0.04899592325091362
Ebay_Product_14.jpeg,[],0,0,neutral,0.0633106678724289
Ebay_Product_15.jpeg,[],0,0,neutral,0.4692504405975342
Ebay_Product_16.jpeg,['ัฒิ'],0,0,neutral,0.14564239978790283
Ebay_Product_17.jpeg,['ยี'],0,0,neutral,0.16316254436969757
Ebay_Product_18.jpeg,[],0,0,neutral,0.3334815800189972
Ebay_Product_19.jpeg,"['สะ', 'วะ', '๓๑', 'เวร', 'ภัวง']",0,0,neutral,0.062406834214925766
Ebay_Product_2.jpeg,"['แน', 'คน', 'นสนสมพร', 'รัน', 'นรส์ฟคส', 'เค', 'แสด', 'เพ', 'รว', 'โร', 'ต์งว', 'อะ', 'กน']",0,0,neutral,0.03828445449471474
Ebay_Product_20.jpeg,[],0,0,neutral,0.3526906669139862
Ebay_Product_21.jpeg,"['เท', 'งม', 'เดก', 'นง', 'พท']",0,0,neutral,0.2675630748271942
Ebay_Product_22.jpeg,"['จอ', 'เร', 'เอน', 'ษาลน']",0,0,negative,0.041045285761356354
Ebay_Product_23.jpeg,"['รวช', 'รวง', 'ขาย', 'ลาน', 'แามลศิย', 'สา', 'ลม', 'กล']",0,0,neutral,0.05394347757101059
Ebay_Product_24.jpeg,"['เธวพธ', 'แพ', 'วิด', 'ตร', 'เละ', '๓๑', 'คม', '๑๑๑']",0,0,neutral,0.18823260068893433
Ebay_Product_25.jpeg,"['ชร', 'ปร', 'รยเลจยรศ์']",0,0,neutral,0.047259289771318436
Ebay_Product_26.jpeg,"['เล', 'กา', 'หฑ']",0,0,neutral,0.15227952599525452
Ebay_Product_27.jpeg,['๕๕'],0,0,neutral,0.03983377665281296
Ebay_Product_28.jpeg,"['วน', 'ลๆ']",0,0,neutral,0.09684842079877853
Ebay_Product_29.jpeg,[],0,0,neutral,0.07096733897924423
Ebay_Product_3.jpeg,"['ชื่อ', 'พร', 'ลอย', 'อร']",0,0,neutral,0.3288336992263794
Ebay_Product_30.jpeg,[],0,0,neutral,0.23045720160007477
Ebay_Product_31.jpeg,"['สส', 'อา', 'ไพล', 'แชะ']",0,0,neutral,0.13407772779464722
Ebay_Product_32.jpeg,"['๑๕๓', 'จซ่เวมตย์บะบ็ว', 'สลัด', 'แล่', 'เวมญ่']",0,0,neutral,0.798974335193634
Ebay_Product_4.jpeg,"['เล', 'รร', 'รบ']",0,0,negative,0.4420337975025177
Ebay_Product_5.jpeg,"['เค', 'รร', 'อะ', 'เท', 'พะ', 'ตรบศุสกณรยส']",0,0,positive,0.3012038767337799
Ebay_Product_6.jpeg,"['๕๐', 'อวญิ']",0,0,neutral,0.7236185669898987
Ebay_Product_7.jpeg,"['ศศ', 'จจด']",0,0,neutral,0.7159630656242371
Ebay_Product_8.jpeg,"['ๆสด', 'จเรณ์ก']",0,0,negative,0.3814828097820282
Ebay_Product_9.jpeg,"['ศศ', 'เชผล', 'ลาน']",0,0,neutral,0.731265127658844
Facebook_Food_1.jpeg,"['ภัว', 'เจ', 'แจ', 'รปณ์จนเปนณณญํา', 'พี', 'เณ', 'เน', 'ทา', 'ยง', 'พชัทร', 'วาสพ', 'ข่งดก', 'เชน', 'สม', 'ฑาต', 'เม', 'รธร้ฮ์ศาฑารรแตฯขิน', 'ชัก', 'ไน', 'เร']",0,0,neutral,0.38993528485298157
Facebook_Food_10.jpeg,"['ดต้', 'ชซด', 'เส', 'เอ', 'เลจ', 'รฉั้บเลพ', 'เพ', 'ญี', 'รี', 'วัจ', 'กร', 'ซัจาค', 'เสพ', 'ภู', 'บูร', 'มพ', 'โง', 'กซัต', 'เง', 'ซู', 'ญ่ผม', 'แล', 'สง', 'ท่เวิผมู่', '๓๕๕', 'ปอ', 'แจ', 'สมัต', 'ลี', 'กก', 'ญูร', '๑๑๐', '๕๓๓', 'เร', 'วัซีตงบตน', 'ลออ', 'ณาออ้', '๐๐๐']",0,0,neutral,0.9295772314071655
Facebook_Food_100.jpeg,"['นช้อปสด', 'ม่น', 'ขบวน', 'ขนม', 'แบรนด์', 'พ้อยท์', 'สุ', 'เม', 'ซอ', 'สน', 'คา', 'ทร', 'วม', 'รายการ']",0,0,neutral,0.5213445425033569
Facebook_Food_101.jpeg,"['แบ', 'ลก', '๐๑', 'แรม', 'เร', '์เบ็ญีนศึลจ', 'ร้าว', 'เงก', 'บุ', 'เวอคงสบญู', 'รัง', 'เท', 'เร', 'คเวดล', 'อา', 'สต', 'วคง', 'ร้าย', 'สายา', 'ท่', 'ร่วย', 'โม', 'ชั่นลิกธิ์', 'บา', 'นว', 'สง', 'ดว', 'ลุย', 'เวอสัยยรพจธน', 'คืน', 'จิร', 'หวี', 'เชียง', 'ไห', 'ม่พส', 'แบ', 'งปรหัพเว', 'ชา', 'จรี', 'รง', 'ศิร์ร่วบ', 'จาร', 'ทาร', 'รง', 'ปา', 'ปับ', 'ทล', 'สุ', 'รุก', 'วค', 'โบต', 'สัน', 'พร', 'ณุเกาศ์นนยบหลววงสถ', 'เชี่ว', 'โร', 'ถาม', 'เรย', 'เก่า', 'พเล', 'เร', 'มเป', 'ถา', 'แนะ', 'จพรญาย', 'กรร', 'ริ', 'เท็กก']",0,0,neutral,0.18323113024234772
Facebook_Food_102.jpeg,"['รังแรก', 'ลด', 'ฟธเล', 'เม', 'เจ', 'ฝี', 'มพ', 'ญิ', 'สั่ง', 'ตํา', 'เงื่อนไข', 'เป็นไป', 'บริษัท', 'กําหนด']",0,0,neutral,0.21172034740447998
Facebook_Food_103.jpeg,"['สุต', 'ไก', 'หาวย์าน', 'ชื่อ', 'จตุ', 'จัคร', 'ดินแดง', 'ลาดพร้าว', 'น้า', 'พลาด', 'โด', 'เด', 'ยฎาล็กง', 'โปร', 'เด็ด', 'จา', 'กร้าน', 'ใส่', 'โค้ด', 'ไฮ๊ป๊๊ลด', 'มีนาคม', 'มีนาคม', 'ธ้าบน', 'ค้า', 'ร่ว', 'บรา', 'เงื่อนไข', 'เป็นไป', 'บริษัท', 'กําหนด']",1,0,neutral,0.13954150676727295
Facebook_Food_104.jpeg,"['เต', 'รยมพบทบกงพ', 'ผิ', '๐๕', 'รา', 'จวลท', 'ๆภะชําง', 'เผือ', 'ร้า', 'นอ', 'รอย', 'ริ', 'วิว', 'ดิ', 'เส', 'สอ', 'ภด', 'เม', 'ขพมถมน', 'เทป']",0,0,neutral,0.22875088453292847
Facebook_Food_105.jpeg,"['ศวย', 'แมน', 'ให', 'ขา', 'อย', 'จร', 'จเพ้ตปส', 'ซาน', 'เต้', 'กณง', 'เพ', 'มร', 'เช็', 'ใส่', 'โค้ด', 'บปั๊นดํา', 'เห', 'ก๊ททร', 'จิ', 'เต', 'รร', 'ชตรไมิจ', 'ปี้', 'ตริ', 'ไต', 'ถัง', 'หต่', 'คๆล', 'ฟา', 'สินค้า', 'สาขา', 'ร่าย', 'ภาร', 'สิทธิ์', 'จํานวนจํา', 'กัด']",1,0,neutral,0.3052319586277008
Facebook_Food_106.jpeg,"['บอ', 'ปบอมขนแย', 'ฯเม็ปรบมคแนสงสถดร', 'ไก', 'แว', 'ตี', 'สมู', 'กา', 'จสง']",0,0,neutral,0.21629592776298523
Facebook_Food_107.jpeg,"['คา', 'มค', 'ลด', 'เศษ', 'บก', 'ตม', 'คอ', 'มู', 'ยาง', 'ขาว', 'เห', 'นย', 'วปกตมคมคเณ', 'แกว', 'ปกติ', 'เบมลพง', 'มาม่า', 'เข็น', 'ตา', 'โฟต์มยํานําขึน', 'ลด', 'เศษ', 'งปกตมค', 'ลด', 'พเศงษงป', 'กลม', 'ส่วนลด', 'มื้อ', 'ตําลด', 'เฉ', 'เงาะ', 'ร้าน', 'แล', 'สะ', 'สํา', 'ขา', 'เข้าร่วม', 'โปร', 'โม', 'ชิน', 'สิทธิ์', 'จํานวนจํา', 'กัด', 'มื่อ', 'หน้า', 'ได้ส่วน', 'ลต', 'เรื่อ', 'ไย', 'ค่า', 'สั่งอาหาร', 'แมม', 'พื้นที่', 'เฉพาะที่', 'กรุง', 'เาพๆ', 'ปริมณฑล', 'หวัด', 'เชียงใหม่', 'แล', 'ขอน', 'เฉ', 'ทะ', 'ร้านค้า', 'รา', 'ทร', 'ร้า', 'คุ้น', 'ระยะทาง', 'กิโลเมตร', 'กุมภา', 'พินธ์', 'มีนาคม', 'ปั่น', 'ไข', 'เป็นไป', 'ศําหนด', 'ข้อ', 'กําหนด', 'กา', 'รน', 'แยนพล่ดทม', 'ช่องทาง', 'เว็บไซต์', 'เงือน', 'ไข', 'เป็นไปตาม', 'ทิ', 'บริษัทฯ', 'กําหนด']",1,0,neutral,0.37687352299690247
Facebook_Food_108.jpeg,"['ดร', 'วม', 'โปร', 'เดือด', 'แบรนด์', 'ทก', 'ถว', 'รา', 'คาม', 'คย', 'ขาว', 'กระ', 'เพรา', 'เนอ', 'บด', 'ออสเตรเลีย', 'ไข่ดาว', 'ปกติ', 'มคมคเววรณ', 'ค้ม', 'แกง', 'ข่าว', 'ราด', 'แกง', 'กลอง', 'มคก๋วย', 'เตียว', 'ไก่', 'กล่อง', 'คว็วลดพเศง', 'เครป', 'หมห', 'แฮม', 'พร', 'เผา', 'ชา', 'ข้าว', 'หอม', 'ศศ', 'ชา', 'ฟอง', 'มะ', 'ลปก', 'ติ', 'มคเวพ', 'ทะ', 'ร้าน', 'แล', 'สะ', 'สาขา', 'เข้าร่วม', 'โปร', 'โม', 'ชิน', 'สิทธิ์', 'จํานวนจํา', 'กัด', 'ส่วนลด', 'มื่อ', 'ตําลด', 'มื่อ', 'หน้า', 'ได้ส่วน', 'ลต', 'เรื่อ', 'ไย', 'ค่า', 'สั่งอาหาร', 'แมน', 'พื้นที่', 'เฉพาะที่', 'รุ', 'พๆ', 'ปริมณฑล', 'หวัด', 'เชียงใหม่', 'แล', 'ขอน', 'เฉ', 'ทะ', 'ร้านค้า', 'รายการ', 'ร้า', 'คุ้ม', 'ระยะทาง', 'กิโลเมตร', 'ทุม', 'ภา', 'พินธ์', 'มีนาคม', 'ปั่น', 'ไข', 'เป็นไป', 'แผธคํา', 'ข้อ', 'คําหนด', 'ปี', 'กา', 'รน', 'แยนพล่ทม', 'ช่องทาง', 'เว็บไซต์', 'เงือน', 'ไข', 'เป็นไปตาม', 'ทิ', 'บริษัทฯ', 'กําหนด']",1,0,neutral,0.34197598695755005
Facebook_Food_109.jpeg,"['ทก', 'ถว', 'ราคา', 'เอส', 'เต', 'อร', 'ชู', 'ข้าว', 'ไก่', 'เผ็ด', 'กพ', 'เชสเตอร์', 'ชุ', 'ดะ', 'ไถ', 'มพ', 'ฟรี', 'มค', 'ข้าว', 'ไก่', 'กรอบ', 'ซอส', 'น้้า', 'ปลา', 'ชด', 'ซอก', 'โก', 'แล', 'โด', 'นิ', 'ทชี', 'นบ', 'กตมคเณญิ', 'มค', 'ลด', 'เศษ', 'ปกติ', 'มค', 'กพลดพ', 'เศษ', 'งพง', 'ไจ', 'ส่วนลด', 'มื้อ', 'ตําลด', 'เฉ', 'เงาะ', 'ร้าน', 'แล', 'สะ', 'สํา', 'ขา', 'เข้าร่วม', 'โปร', 'โม', 'ชิน', 'สิทธิ์', 'จํานวนจํา', 'กัด', 'มื่อ', 'หน้า', 'ได้ส่วน', 'ลต', 'เรื่อ', 'ไย', 'ค่า', 'สั่งอาหาร', 'แมม', 'พื้นที่', 'เฉพาะที่', 'กรุง', 'เาพๆ', 'ปริมณฑล', 'หวัด', 'เชียงใหม่', 'แล', 'ขอน', 'เฉ', 'ทะ', 'ร้านค้า', 'รา', 'ทร', 'ร้า', 'คุ้น', 'ระยะทาง', 'กิโลเมตร', 'กุมภา', 'พินธ์', 'มีนาคม', 'ปั่น', 'ไข', 'เป็นไป', 'ศําหนด', 'ข้อ', 'กําหนด', 'กา', 'รน', 'แยนพล่ดทม', 'ช่องทาง', 'เว็บไซต์', 'เงือน', 'ไข', 'เป็นไปตาม', 'ทิ', 'บริษัทฯ', 'กําหนด']",1,0,neutral,0.376473605632782
Facebook_Food_11.jpeg,"['สาว', 'วรณะ', 'ยมะ', '๐๐', 'เวหอ', 'รล', 'รร', 'ณีผ่ง', 'ไพ', 'ฆา', 'ลี', 'เห', 'รๆล้ค', '๑๑']",0,0,neutral,0.6417912244796753
Facebook_Food_110.jpeg,"['ทก', 'ถว', 'ราคา', 'สเต็ก', 'ไก่', 'ข่าง', 'ซี่', 'บาร์บีคิว', 'คจรซือ', 'แถม', 'บก', '๑๒๐', 'ป๊อปคอร์น', 'ชิป', 'ล็อค', 'ออ', 'บนซ์', 'ถุง', 'คล', 'ดพเศงษง', 'กุยช่าย', 'ฟรายส์', 'เชท', 'ชู', 'ชี', 'แช', 'ลม', 'อน', 'คํา', 'ปกติ', 'คศศ', 'เค้ก', 'อร่อย', 'รส', 'ปอนค์ลด', 'พิเศษ', 'ปกติ', 'คเวเทาะ', 'ร้าน', 'สาขา', 'เฮ้า', 'โปร', 'โม', 'ชิน', 'สิทธิ์', 'จํานวนจํา', 'กัด', 'ส่วนลด', 'มื่อ', 'ตําลด', 'มื้อ', 'หน้า', 'ส่วนลด', 'เรื่อ', 'ไย', 'ค่า', 'สั่งอาหาร', 'แมน', 'พื้นที่', 'เลพาะ', 'กรุง', 'ปริมณฑล', 'หวัด', 'เชียงใหม่', 'ขอบ', 'แก่น', 'เฉ', 'ทะ', 'ร้านค้า', 'รายการ', 'ร้า', 'มบ', 'คุ้ม', 'ระยะทาง', 'กิโลเมตร', 'ทุม', 'ภา', 'พินธ์', 'มีนาคม', 'ปั่น', 'ไข', 'ไบ', 'คํา', 'ข้อ', 'กํา', 'นี', 'คา', 'เผย', 'แพ', 'ช่', 'ช่องทาง', 'เว็บไซต์', 'แพ', 'ุวธะ', 'ไท', 'สททสท', 'ทอ', 'เก', 'ไห', 'ทอ', 'อธนส่ด', 'เงื่อนไข', 'เป็นไป', 'บริษัทฯ', 'กําหนต']",1,0,neutral,0.4680725038051605
Facebook_Food_111.jpeg,"['ดรวม์', 'โปร', 'เดือด', 'แบรนด์', 'คา', 'คกปก', 'ชา', 'ไทย', 'แก้ว', 'บก', 'คเณ', 'อร่อย', 'คู่', 'ปก', 'ปก', 'แถม', 'ไก่ทอด', 'บอน', 'ชอน', 'ชน', 'แถม', 'ไก่ทอด', 'บอน', 'ชอน', 'ชิน', 'คเลเทะ', 'ร้าน', 'สาขา', 'เฮ้า', 'โปร', 'โม', 'ชิน', 'สิทธิ์', 'จํานวนจํา', 'กัด', 'เรื่อ', 'ไย', 'ค่า', 'สั่งอาหาร', 'แมม', 'พื้นที่', 'เฉพาะที่', 'กรุง', 'ปริมณฑล', 'หวัด', 'เสียง', 'ขอนแก่น', 'เฉ', 'หท', 'ระ', 'ร้า', 'แค้', 'รายการ', 'ร้า', 'คุ้ม', 'ระยะทาง', 'กิโลเมตร', 'กุมภา', 'พินธ์', 'มีนาคม', 'ปั่น', 'ส่วนลด', 'มื่อ', 'ตําลด', 'มื้อ', 'หน้า', 'ส่วนลด', 'ชื่อ', 'ไข', 'เป็นไป', 'ทําหนด', 'ข้อ', 'ใด้', 'ปี', 'คา', 'เผย', 'แพ', 'ส่', 'เต', 'ตม', 'ช่องทาง', 'เว็บไซต์', 'เงื่อนไข', 'เป็นไป', 'บริษัทฯ', 'กําหนต']",1,0,neutral,0.5499545931816101
Facebook_Food_113.jpeg,"['ยุบ', 'ทด', 'ถวน', 'โป๊', 'รา', 'วน', 'ดง', 'เพ', 'โปร', 'ลด', 'แรง', 'เว', 'เร', 'มต', 'ร้าน', 'สาขา', 'เข้าร่วม', 'โปร', 'โบ', 'ชิน', 'สิทธิ์', 'จํานวน', 'กัด', 'ส่วนลด', 'มื้อ', 'ตําลด', 'มื้อ', 'หน้า', 'ส่วนลด', 'เชื่อม', 'ไข', 'ค่า', 'เนื่อ', 'สั่ง', 'ฮา', 'หา', 'รน', 'นม', 'พื้นที่', 'เฉพาะที่', 'กรุง', 'เาพต', 'ปริ', 'มบณฑล', 'หวัด', 'เชียงใหม่', 'ขอน', 'ท่น', 'เฉ', 'ทะ', 'ร้านค้า', 'รายการ', 'ร้าน', 'คุ้ม', 'ระยะทาง', 'กิโลเมตร', 'กุมภา', 'พินธ์', 'บา', 'คม', 'ปั่น', 'เงื่อนไข', 'เป็นไป', 'ต่าน', 'แพะ', 'คําหนด', 'ข้อ', 'หําหนด', 'ใด้', 'การเผย', 'แพ', 'ล่', 'ทม', 'ช่องทาง', 'เว็บไซต์', 'เงือน', 'ไข', 'เป็ม', 'เท', 'บร', 'ษากฯ', 'กา']",1,0,neutral,0.6921126246452332
Facebook_Food_114.jpeg,"['าอ', 'รา', 'ณจส', 'เห', 'ญิ', 'เลน', 'อแนงน', '๐๓๐', 'เห', 'ลผ', 'เฮ่อ', 'งแ', 'เท', 'ธะ', 'งอ', 'ซับ', 'ส่วนลด', 'เลอ', 'เนม', 'เร็สภัด', 'ลา', 'กะ', 'ลก', 'อก', 'ปป', 'เม', 'ระ', 'ซี', 'รด', '๑๕', 'หด', 'คน', 'กัเธงคยอ', 'คลอ', 'ณีเง', 'ไซ', '๐๐', '๒๕', 'ระยะเวลา', 'แจก', 'เม', 'ระยะเวลา', 'รอบ', 'เม', 'ยเแมย', 'แพ', 'สิทธิพิเศษ', 'สํา', 'หรับ', 'สมาชิก', 'ท็อปส์', 'เดลี่', 'สา', 'ขาก', 'เงื่อนไข', 'คําหนด']",0,0,neutral,0.12577232718467712
Facebook_Food_115.jpeg,"['เย็นตาโฟ', 'บะเด็ง', 'ชาม', '๑๐๐', 'ระ', 'ชัย', 'เห', 'กม', 'ซีรษ์หนํต', 'เพีย', 'จี', 'ลศัเษีบ', 'ดป้ฒิอ', 'งาน', 'ลด', 'ร้านค้า', 'ร่ว', 'บรา', 'เงื่อนไข', 'เป็นไป', 'บริษัท', 'ทําหนด']",0,0,neutral,0.15973308682441711
Facebook_Food_116.jpeg,"['ค่วอท', 'แถม', 'เซต', 'ส่โค้', 'ะพ', 'พะ', 'เพีย', 'คู', 'เงื่อนไข', 'เป็นไป', 'บริษัท', 'กําหนดบ', 'ร้านค้า', 'รายการ']",0,0,neutral,0.19675233960151672
Facebook_Food_117.jpeg,"['เฟรนช์', 'ฟรายส์', 'เรียล', 'ษีส', 'สติ', 'กเฟรนษ์ฟรายส์', 'ไก่', 'ชป', 'เปอร์', 'ป้อ', 'เครื่องดื่ม', 'ว่ขะ', 'รอ', 'มง', '๓๐๐๒๓๒๐', 'ใหม', 'เฉ', 'เร', 'รจร', 'ใ่', 'เด', 'โค้', '๐๑๓๑๓', 'นบ', 'ร้านค้า', 'รายการ', 'เงื่อนไข', 'เป็นไป', 'บริษัท', 'คําหนต']",0,0,neutral,0.14926257729530334
Facebook_Food_118.jpeg,"['หมูห์', 'ซอส', 'โช', 'ยุ', 'โค', 'จิ', 'ย่าง', 'ถ่าน', 'ไก่', 'หมัก', 'ซอส', 'โช', 'ยุ', 'โค', 'จิ', 'ไข่ตุ๋น', 'คี่', 'เพียฯจลกเว', 'ตี', 'อเจ๊ะสัม', 'เงื่อนไข', 'เป็นไป', 'บริษัท', 'กําหนด', 'แจ', 'เจอ', 'ฟิสล', 'เมน', 'เลลลด', 'ร้านค้า', 'ทาร']",0,0,neutral,0.10725963860750198
Facebook_Food_119.jpeg,"['เม', 'โฆพาฑ์ทอ', 'แถม', 'สเติก', 'ไก่ย่าง', 'ซี', 'ส่โค้', 'โพ', 'เหลอ', 'เพ', 'ลัด', 'งเ', 'เค', 'โพ', 'ไช', 'บฮู', 'งก', 'งจเลรคศดออยอ', 'ยี่', 'ระ', '๓๓', 'ัลด', 'ร้านค้า', 'รายการ', 'เงื่อนไข', 'เป็นไป', 'บริษัท', 'กําหนด']",0,0,neutral,0.2019333839416504
Facebook_Food_12.jpeg,"['สัง', 'เทา', 'นนนคมมทณุวคฒเงวดร', 'ใจ', 'จาร', 'แรอท์', 'เม', 'ฆ่', 'ซี', 'ตพ', 'เศษ', 'เพ', 'งู', 'ญ่มลดดว', 'ซุป', 'ชา', 'บูชา', 'นู', 'สุ', 'กี', 'ยา']",1,0,neutral,0.4430925250053406
Facebook_Food_120.jpeg,"['เร', 'ยล', 'ซี', 'สส', 'ติก', 'เพ', 'รน', 'นเฟรายส์', 'แห่', 'ลอ', 'เณงลู์', 'ฏิโชสล', 'ไจ', 'ิต', 'เงื่อนไข', 'เป็นไป', 'บริษัท', 'คําหนต', 'ร้านค้า', 'รายการ']",0,0,neutral,0.159311905503273
Facebook_Food_121.jpeg,"['ทา', 'เลญู', 'แถม', 'สเต็ก', 'ไก่ย่าง', 'ชี่', 'บาร์', 'บู', 'คิว', 'ใส่', 'โค้ด', 'เณองเษ', 'เพียจกณิร', 'เซ', 'ไช', 'เจ', 'ผา', 'ซมัตีนรจทยเล', 'เงื่อนไข', 'เป็นไป', 'บริษัท', 'กําหนด', 'ระ', '๓๓', 'ัลด', 'ร้านค้า', 'รายการ']",0,0,neutral,0.18601419031620026
Facebook_Food_122.jpeg,"['ศ์', 'ริ', 'ปสแน็คฆพส่โค้', 'เต', 'เพียร', 'กสเล', 'แย่', 'ซี', 'วิ', 'ตี', 'วะ', 'ตี', 'คืวสซั', 'เงื่อนไข', 'เป็นไป', 'บริษัท', 'กําหนดกดถิ', '๐๐', 'ข่ลด', 'ร้านค้า', 'ทาร']",0,0,neutral,0.19439737498760223
Facebook_Food_123.jpeg,"['อี', 'แถ้ม', 'เบอร์เกอร์', 'ปลา', 'แฮมเบอร์เกอร์', 'หมู', 'สว', 'ฮสง', 'ณะร', 'เพ', '๑๕', 'ใบ', 'นก', 'เงื่อนไข', 'เป็นไป', 'ต่าม', 'บริษัท', 'กําหนดลด', 'ร้วน', 'ค้า', 'ทาร']",0,0,neutral,0.17336663603782654
Facebook_Food_124.jpeg,"['ทะ', 'คอห์ม', 'ย่าง', 'ข้าวเหนียว', 'ใส่', 'โค้', 'ีช้', 'เพียจ์', 'โปก', 'วตะ', 'เงื่อนไข', 'เป็นไป', 'บริษัท', 'กําหนดลด', 'ร้านค้า', 'ถา']",0,0,neutral,0.22745896875858307
Facebook_Food_125.jpeg,"['ศ์ณณมปิก', 'ไก่', 'บาร์บีคิว', 'ชื้น', 'ใส่', 'โค้', '๑๑๑๕', 'เพียธีธาั', 'มณี', 'สี่', 'เงื่อนไข', 'เป็นไป', 'บริษัท', 'กําหนดรศดอถิออรอลด', 'ร้านค้า', 'ทาร']",0,0,neutral,0.33714213967323303
Facebook_Food_126.jpeg,"['ใส่', 'โค้ด', 'เหลอ', 'เพ', 'ยจ', 'เซ', 'ตด', 'ร้านค้า', 'รายการ', 'งื่อน', 'ไข', 'เป็นไป', 'บริษัท', 'คําหนด']",0,0,neutral,0.49104881286621094
